=== RACE DASH PRO LOG ===
Дата: 2026-07-14 12:18:45
----------------------------------------
Time | rpm | boost | coolant | oil_temp | voltage | egt | lambda | afr | fuel_press | intake | fuel_temp | ambient | tps | oil_press
----------------------------------------
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:45 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:46 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
12:17:47 | 8000 | 1.5 | 125.0 | 140.0 | 13.4 | 1000.0 | 0.9 | 12.9 | 5.3 | 50.0 | 55.0 | 35.0 | 100.0 | 5.5
